Title,Rating,Votes,Duration,Genre
77. Under Streetlights,9.8,13.0,90,Musical
80. Mezhdu nami leto,5.8,53.0,113,Musical
82. Ya Boy Kongming! Road to Summer Sonia,7.5,38.0,119,Musical
89. Solo Town,6.4,24.0,103,Musical
"102. Bryson, the Demon Slayer",4.5,12.0,59,Musical
103. Peaceful Lights,9.8,17.0,86,Musical
106. El musical de los 80s y los 90s. La película,6.1,8.0,80,Musical
130. The Clashing Elements: Saviors of the Multiverse,6.6,7.0,91,Musical
132. Iyus Jenius,9.0,7.0,82,Musical
136. Rangde,8.6,6.0,143,Musical
1. Nosferatu,7.3,180000.0,132,Mystery
2. Trap,5.8,131000.0,105,Mystery
3. Blink Twice,6.5,101000.0,102,Mystery
4. Smile 2,6.7,98000.0,127,Mystery
5. Paddington in Peru,6.7,18000.0,106,Mystery
6. Juror #2,7.0,92000.0,114,Mystery
7. Hellboy: The Crooked Man,4.5,12000.0,99,Mystery
8. The Watchers,5.7,56000.0,102,Mystery
9. F*** Marry Kill,5.3,2000.0,97,Mystery
10. The Rule of Jenny Pen,6.6,677.0,104,Mystery
11. Red One,6.3,138000.0,123,Mystery
12. Love Lies Bleeding,6.6,56000.0,104,Mystery
13. It's What's Inside,6.6,41000.0,103,Mystery
14. Caddo Lake,6.8,41000.0,103,Mystery
15. Cuckoo,5.7,25000.0,102,Mystery
16. Absolution,5.2,7500.0,112,Mystery
17. Sleeping Dogs,6.2,21000.0,110,Mystery
18. The Instigators,6.2,37000.0,101,Mystery
19. Time Cut,5.0,18000.0,91,Mystery
20. Killer Heat,5.6,13000.0,95,Mystery
21. Exhuma,6.9,23000.0,134,Mystery
22. The Deliverance,5.1,22000.0,112,Mystery
23. Long Gone Heroes,5.2,985.0,101,Mystery
24. The Damned,5.7,3700.0,89,Mystery
25. Afraid,5.2,13000.0,84,Mystery
26. Force of Nature: The Dry 2,5.9,6800.0,120,Mystery
27. Watchmen: Chapter I,7.0,6300.0,83,Mystery
28. Sookshma Darshini,7.8,9500.0,142,Mystery
29. Kishkindha Kaandam,8.0,11000.0,133,Mystery
30. Monster Summer,5.7,3500.0,97,Mystery
31. Die Alone,5.7,2700.0,91,Mystery
32. Blackwater Lane,4.6,1800.0,108,Mystery
33. Night Swim,4.7,27000.0,98,Mystery
34. Boneyard,4.1,4800.0,96,Mystery
35. A Sacrifice,5.1,5000.0,94,Mystery
36. The Girl in the Pool,4.3,1400.0,89,Mystery
37. Outbreak,4.4,813.0,88,Mystery
38. The Dead Thing,4.7,831.0,94,Mystery
39. Watchmen: Chapter II,7.0,2800.0,90,Mystery
40. The Lost Daughter,5.8,279.0,99,Mystery
41. Skincare,5.7,4300.0,96,Mystery
42. Imaginary,4.7,17000.0,104,Mystery
43. Orion and the Dark,6.3,17000.0,93,Mystery
44. Damaged,4.7,7200.0,97,Mystery
45. Handling the Undead,5.4,4200.0,97,Mystery
46. The Best Christmas Pageant Ever,6.8,6000.0,99,Mystery
47. Reunion,5.6,3400.0,90,Mystery
48. Turtles All the Way Down,6.6,6800.0,111,Mystery
49. Colors of Evil: Red,6.4,8300.0,111,Mystery
50. The Redemption of Sin,6.0,147.0,116,Mystery
51. Faultline,5.8,74.0,92,Mystery
52. The Sand Castle,4.7,1600.0,98,Mystery
53. Depravity,4.3,930.0,117,Mystery
54. City Hunter,6.3,5500.0,102,Mystery
55. Pedro Páramo,6.3,2800.0,130,Mystery
56. Drugstore June,5.4,1700.0,91,Mystery
57. Do Patti,6.4,68000.0,126,Mystery
58. The American Backyard,6.3,144.0,107,Mystery
59. Badland Hunters,5.9,12000.0,107,Mystery
60. The Soul Eater,5.9,2500.0,108,Mystery
61. The Tiger's Apprentice,5.7,2100.0,84,Mystery
62. Sikandar Ka Muqaddar,6.0,24000.0,142,Mystery
63. Drive Back,4.7,290.0,94,Mystery
64. The Price of Money: A Largo Winch Adventure,5.0,1100.0,100,Mystery
65. Desert Fiends,8.5,384.0,106,Mystery
66. The Image of You,4.6,798.0,90,Mystery
67. Golam,7.2,5500.0,120,Mystery
68. Strictly Confidential,2.8,834.0,94,Mystery
69. Cult Killer,4.8,2700.0,105,Mystery
70. Karma,8.1,1400.0,167,Mystery
71. Bougainvillea,6.4,3000.0,138,Mystery
72. A Place Called Silence,6.5,1200.0,119,Mystery
73. Hidden Face,6.1,487.0,115,Mystery
74. Cinderella's Curse,3.3,1300.0,82,Mystery
75. Rippy,4.1,823.0,83,Mystery
76. Inheritance,5.1,3500.0,94,Mystery
77. Crescent City,3.9,1300.0,103,Mystery
78. Dan Da Dan: First Encounter,8.2,2600.0,83,Mystery
79. Witchboard,7.6,87.0,115,Mystery
80. American Star,5.5,2400.0,107,Mystery
81. Perewangan,5.5,111.0,109,Mystery
82. #AMFAD: All My Friends Are Dead,4.4,1200.0,91,Mystery
83. Mr. K,6.2,357.0,94,Mystery
85. Cinderella's Revenge,3.7,1100.0,85,Mystery
86. Cellphone,3.0,696.0,88,Mystery
87. Thalavan,7.2,4500.0,131,Mystery
88. Bloodline Killer,3.8,4400.0,105,Mystery
89. Revolver,5.4,823.0,114,Mystery
90. The Hangman,3.3,987.0,92,Mystery
91. Believer,4.5,361.0,108,Mystery
92. Held Hostage in My House,5.1,122.0,90,Mystery
93. Arcadia,6.9,443.0,99,Mystery
94. Anweshippin Kandethum,7.4,10000.0,142,Mystery
95. Saint Clare,7.5,88.0,92,Mystery
96. Killer Body Count,4.7,635.0,109,Mystery
97. Dark Night of the Soul,3.4,158.0,81,Mystery
98. The Monster Beneath Us,5.8,411.0,103,Mystery
99. Séance Games: Metaxu,3.4,169.0,86,Mystery
100. The Private Eye,3.6,126.0,115,Mystery
1. Nosferatu,7.3,180000.0,132,Mystery
2. Trap,5.8,131000.0,105,Mystery
3. Blink Twice,6.5,101000.0,102,Mystery
4. Smile 2,6.7,98000.0,127,Mystery
5. Paddington in Peru,6.7,18000.0,106,Mystery
6. Juror #2,7.0,92000.0,114,Mystery
7. Hellboy: The Crooked Man,4.5,12000.0,99,Mystery
8. The Watchers,5.7,56000.0,102,Mystery
9. F*** Marry Kill,5.3,2000.0,97,Mystery
10. The Rule of Jenny Pen,6.6,677.0,104,Mystery
11. Red One,6.3,138000.0,123,Mystery
12. Love Lies Bleeding,6.6,56000.0,104,Mystery
13. It's What's Inside,6.6,41000.0,103,Mystery
14. Caddo Lake,6.8,41000.0,103,Mystery
15. Cuckoo,5.7,25000.0,102,Mystery
16. Absolution,5.2,7500.0,112,Mystery
17. Sleeping Dogs,6.2,21000.0,110,Mystery
18. The Instigators,6.2,37000.0,101,Mystery
19. Time Cut,5.0,18000.0,91,Mystery
20. Killer Heat,5.6,13000.0,95,Mystery
21. Exhuma,6.9,23000.0,134,Mystery
22. The Deliverance,5.1,22000.0,112,Mystery
23. Long Gone Heroes,5.2,985.0,101,Mystery
24. The Damned,5.7,3700.0,89,Mystery
25. Afraid,5.2,13000.0,84,Mystery
26. Force of Nature: The Dry 2,5.9,6800.0,120,Mystery
27. Watchmen: Chapter I,7.0,6300.0,83,Mystery
28. Sookshma Darshini,7.8,9500.0,142,Mystery
29. Kishkindha Kaandam,8.0,11000.0,133,Mystery
30. Monster Summer,5.7,3500.0,97,Mystery
31. Die Alone,5.7,2700.0,91,Mystery
32. Blackwater Lane,4.6,1800.0,108,Mystery
33. Night Swim,4.7,27000.0,98,Mystery
34. Boneyard,4.1,4800.0,96,Mystery
35. A Sacrifice,5.1,5000.0,94,Mystery
36. The Girl in the Pool,4.3,1400.0,89,Mystery
37. Outbreak,4.4,813.0,88,Mystery
38. The Dead Thing,4.7,831.0,94,Mystery
39. Watchmen: Chapter II,7.0,2800.0,90,Mystery
40. The Lost Daughter,5.8,279.0,99,Mystery
41. Skincare,5.7,4300.0,96,Mystery
42. Imaginary,4.7,17000.0,104,Mystery
43. Orion and the Dark,6.3,17000.0,93,Mystery
44. Damaged,4.7,7200.0,97,Mystery
45. Handling the Undead,5.4,4200.0,97,Mystery
46. The Best Christmas Pageant Ever,6.8,6000.0,99,Mystery
47. Reunion,5.6,3400.0,90,Mystery
48. Turtles All the Way Down,6.6,6800.0,111,Mystery
49. Colors of Evil: Red,6.4,8300.0,111,Mystery
50. The Redemption of Sin,6.0,147.0,116,Mystery
51. Faultline,5.8,74.0,92,Mystery
52. The Sand Castle,4.7,1600.0,98,Mystery
53. Depravity,4.3,930.0,117,Mystery
54. City Hunter,6.3,5500.0,102,Mystery
55. Pedro Páramo,6.3,2800.0,130,Mystery
56. Drugstore June,5.4,1700.0,91,Mystery
57. Do Patti,6.4,68000.0,126,Mystery
58. The American Backyard,6.3,144.0,107,Mystery
59. Badland Hunters,5.9,12000.0,107,Mystery
60. The Soul Eater,5.9,2500.0,108,Mystery
61. The Tiger's Apprentice,5.7,2100.0,84,Mystery
62. Sikandar Ka Muqaddar,6.0,24000.0,142,Mystery
63. Drive Back,4.7,290.0,94,Mystery
64. The Price of Money: A Largo Winch Adventure,5.0,1100.0,100,Mystery
65. Desert Fiends,8.5,384.0,106,Mystery
66. The Image of You,4.6,798.0,90,Mystery
67. Golam,7.2,5500.0,120,Mystery
68. Strictly Confidential,2.8,834.0,94,Mystery
69. Cult Killer,4.8,2700.0,105,Mystery
70. Karma,8.1,1400.0,167,Mystery
71. Bougainvillea,6.4,3000.0,138,Mystery
72. A Place Called Silence,6.5,1200.0,119,Mystery
73. Hidden Face,6.1,487.0,115,Mystery
74. Cinderella's Curse,3.3,1300.0,82,Mystery
75. Rippy,4.1,823.0,83,Mystery
76. Inheritance,5.1,3500.0,94,Mystery
77. Crescent City,3.9,1300.0,103,Mystery
78. Dan Da Dan: First Encounter,8.2,2600.0,83,Mystery
79. Witchboard,7.6,87.0,115,Mystery
80. American Star,5.5,2400.0,107,Mystery
81. Perewangan,5.5,111.0,109,Mystery
82. #AMFAD: All My Friends Are Dead,4.4,1200.0,91,Mystery
83. Mr. K,6.2,357.0,94,Mystery
85. Cinderella's Revenge,3.7,1100.0,85,Mystery
86. Cellphone,3.0,696.0,88,Mystery
87. Thalavan,7.2,4500.0,131,Mystery
88. Bloodline Killer,3.8,4400.0,105,Mystery
89. Revolver,5.4,823.0,114,Mystery
90. The Hangman,3.3,987.0,92,Mystery
91. Believer,4.5,361.0,108,Mystery
92. Held Hostage in My House,5.1,122.0,90,Mystery
93. Arcadia,6.9,443.0,99,Mystery
94. Anweshippin Kandethum,7.4,10000.0,142,Mystery
95. Saint Clare,7.5,88.0,92,Mystery
96. Killer Body Count,4.7,635.0,109,Mystery
97. Dark Night of the Soul,3.4,158.0,81,Mystery
98. The Monster Beneath Us,5.8,411.0,103,Mystery
99. Séance Games: Metaxu,3.4,169.0,86,Mystery
100. The Private Eye,3.6,126.0,115,Mystery
101. Last Stop: Rocafort St.,4.1,450.0,89,Mystery
102. Karma's a Bitch,4.9,33.0,89,Mystery
103. Heresy,6.9,276.0,61,Mystery
104. Merry Christmas,6.9,30000.0,144,Mystery
105. What Happened to Suzy,6.5,65.0,94,Mystery
106. Black,7.1,2700.0,115,Mystery
107. Triumph,5.6,140.0,98,Mystery
108. Mononoke the Movie: The Phantom in the Rain,6.8,1200.0,89,Mystery
109. Salawahan,4.3,197.0,116,Mystery
110. Following,6.4,1200.0,102,Mystery
111. The Manifestation,3.6,179.0,84,Mystery
112. ClearMind,4.1,2200.0,85,Mystery
113. Murder Mubarak,5.8,51000.0,140,Mystery
114. They Called Him Mostly Harmless,5.9,3200.0,89,Mystery
116. Stupid Games,4.2,374.0,86,Mystery
117. Gazer,6.3,98.0,114,Mystery
118. Phir Aayi Hasseen Dillruba,5.8,6700.0,132,Mystery
119. Chapel,3.3,172.0,92,Mystery
120. From Darkness,5.0,549.0,95,Mystery
121. Bone Lake,6.9,43.0,94,Mystery
122. Borderless Fog,5.2,1300.0,110,Mystery
123. The Stalking,4.0,35.0,72,Mystery
124. Horror in the High Desert 3: Firewatch,5.4,700.0,88,Mystery
125. Dirty Boy,8.4,19.0,98,Mystery
127. About a Hero,6.5,36.0,84,Mystery
128. Abraham Ozler,6.5,4100.0,143,Mystery
130. Memes & Nightmares,5.7,77.0,81,Mystery
131. In Our Blood,6.9,47.0,89,Mystery
132. Seeds,6.7,56.0,82,Mystery
133. Haze,6.9,43.0,76,Mystery
134. Chaalchitro: The Frame Fatale,6.4,800.0,124,Mystery
135. Hunting Matthew Nichols,9.0,44.0,96,Mystery
136. Rakshana,5.6,1100.0,139,Mystery
137. Shigatsu ni nareba kanojo wa,6.2,419.0,108,Mystery
138. The Yin Yang Master Zero,5.7,257.0,112,Mystery
139. 10 Days of a Curious Man,5.8,1200.0,110,Mystery
140. Campton Manor,3.4,219.0,83,Mystery
141. Amp House Massacre,3.8,173.0,80,Mystery
142. Gaami,6.4,2000.0,147,Mystery
143. The Ruse,8.1,102.0,105,Mystery
144. Not Your Average Family,5.6,106.0,97,Mystery
145. Dancing Village: The Curse Begins,5.7,4100.0,122,Mystery
"146. Silent Night, Bloody Night 3: Descent",3.8,159.0,100,Mystery
147. Burning Butterflies,6.2,21.0,103,Mystery
148. Paranoia,4.2,356.0,95,Mystery
149. Deadly Invitations,4.2,179.0,89,Mystery
150. Transamazonia,6.2,60.0,112,Mystery
1. Nosferatu,7.3,180000.0,132,Mystery
2. Trap,5.8,131000.0,105,Mystery
3. Blink Twice,6.5,101000.0,102,Mystery
4. Smile 2,6.7,98000.0,127,Mystery
5. Paddington in Peru,6.7,18000.0,106,Mystery
6. Juror #2,7.0,92000.0,114,Mystery
7. Hellboy: The Crooked Man,4.5,12000.0,99,Mystery
8. The Watchers,5.7,56000.0,102,Mystery
9. F*** Marry Kill,5.3,2000.0,97,Mystery
10. The Rule of Jenny Pen,6.6,677.0,104,Mystery
11. Red One,6.3,138000.0,123,Mystery
12. Love Lies Bleeding,6.6,56000.0,104,Mystery
13. It's What's Inside,6.6,41000.0,103,Mystery
14. Caddo Lake,6.8,41000.0,103,Mystery
15. Cuckoo,5.7,25000.0,102,Mystery
16. Absolution,5.2,7500.0,112,Mystery
17. Sleeping Dogs,6.2,21000.0,110,Mystery
18. The Instigators,6.2,37000.0,101,Mystery
19. Time Cut,5.0,18000.0,91,Mystery
20. Killer Heat,5.6,13000.0,95,Mystery
21. Exhuma,6.9,23000.0,134,Mystery
22. The Deliverance,5.1,22000.0,112,Mystery
23. Long Gone Heroes,5.2,985.0,101,Mystery
24. The Damned,5.7,3700.0,89,Mystery
25. Afraid,5.2,13000.0,84,Mystery
26. Force of Nature: The Dry 2,5.9,6800.0,120,Mystery
27. Watchmen: Chapter I,7.0,6300.0,83,Mystery
28. Sookshma Darshini,7.8,9500.0,142,Mystery
29. Kishkindha Kaandam,8.0,11000.0,133,Mystery
30. Monster Summer,5.7,3500.0,97,Mystery
31. Die Alone,5.7,2700.0,91,Mystery
32. Blackwater Lane,4.6,1800.0,108,Mystery
33. Night Swim,4.7,27000.0,98,Mystery
34. Boneyard,4.1,4800.0,96,Mystery
35. A Sacrifice,5.1,5000.0,94,Mystery
36. The Girl in the Pool,4.3,1400.0,89,Mystery
37. Outbreak,4.4,813.0,88,Mystery
38. The Dead Thing,4.7,831.0,94,Mystery
39. Watchmen: Chapter II,7.0,2800.0,90,Mystery
40. The Lost Daughter,5.8,279.0,99,Mystery
41. Skincare,5.7,4300.0,96,Mystery
42. Imaginary,4.7,17000.0,104,Mystery
43. Orion and the Dark,6.3,17000.0,93,Mystery
44. Damaged,4.7,7200.0,97,Mystery
45. Handling the Undead,5.4,4200.0,97,Mystery
46. The Best Christmas Pageant Ever,6.8,6000.0,99,Mystery
47. Reunion,5.6,3400.0,90,Mystery
48. Turtles All the Way Down,6.6,6800.0,111,Mystery
49. Colors of Evil: Red,6.4,8300.0,111,Mystery
50. The Redemption of Sin,6.0,147.0,116,Mystery
51. Faultline,5.8,74.0,92,Mystery
52. The Sand Castle,4.7,1600.0,98,Mystery
53. Depravity,4.3,930.0,117,Mystery
54. City Hunter,6.3,5500.0,102,Mystery
55. Pedro Páramo,6.3,2800.0,130,Mystery
56. Drugstore June,5.4,1700.0,91,Mystery
57. Do Patti,6.4,68000.0,126,Mystery
58. The American Backyard,6.3,144.0,107,Mystery
59. Badland Hunters,5.9,12000.0,107,Mystery
60. The Soul Eater,5.9,2500.0,108,Mystery
61. The Tiger's Apprentice,5.7,2100.0,84,Mystery
62. Sikandar Ka Muqaddar,6.0,24000.0,142,Mystery
63. Drive Back,4.7,290.0,94,Mystery
64. The Price of Money: A Largo Winch Adventure,5.0,1100.0,100,Mystery
65. Desert Fiends,8.5,384.0,106,Mystery
66. The Image of You,4.6,798.0,90,Mystery
67. Golam,7.2,5500.0,120,Mystery
68. Strictly Confidential,2.8,834.0,94,Mystery
69. Cult Killer,4.8,2700.0,105,Mystery
70. Karma,8.1,1400.0,167,Mystery
71. Bougainvillea,6.4,3000.0,138,Mystery
72. A Place Called Silence,6.5,1200.0,119,Mystery
73. Hidden Face,6.1,487.0,115,Mystery
74. Cinderella's Curse,3.3,1300.0,82,Mystery
75. Rippy,4.1,823.0,83,Mystery
76. Inheritance,5.1,3500.0,94,Mystery
77. Crescent City,3.9,1300.0,103,Mystery
78. Dan Da Dan: First Encounter,8.2,2600.0,83,Mystery
79. Witchboard,7.6,87.0,115,Mystery
80. American Star,5.5,2400.0,107,Mystery
81. Perewangan,5.5,111.0,109,Mystery
82. #AMFAD: All My Friends Are Dead,4.4,1200.0,91,Mystery
83. Mr. K,6.2,357.0,94,Mystery
85. Cinderella's Revenge,3.7,1100.0,85,Mystery
86. Cellphone,3.0,696.0,88,Mystery
87. Thalavan,7.2,4500.0,131,Mystery
88. Bloodline Killer,3.8,4400.0,105,Mystery
89. Revolver,5.4,823.0,114,Mystery
90. The Hangman,3.3,987.0,92,Mystery
91. Believer,4.5,361.0,108,Mystery
92. Held Hostage in My House,5.1,122.0,90,Mystery
93. Arcadia,6.9,443.0,99,Mystery
94. Anweshippin Kandethum,7.4,10000.0,142,Mystery
95. Saint Clare,7.5,88.0,92,Mystery
96. Killer Body Count,4.7,635.0,109,Mystery
97. Dark Night of the Soul,3.4,158.0,81,Mystery
98. The Monster Beneath Us,5.8,411.0,103,Mystery
99. Séance Games: Metaxu,3.4,169.0,86,Mystery
100. The Private Eye,3.6,126.0,115,Mystery
101. Last Stop: Rocafort St.,4.1,450.0,89,Mystery
102. Karma's a Bitch,4.9,33.0,89,Mystery
103. Heresy,6.9,276.0,61,Mystery
104. Merry Christmas,6.9,30000.0,144,Mystery
105. What Happened to Suzy,6.5,65.0,94,Mystery
106. Black,7.1,2700.0,115,Mystery
107. Triumph,5.6,140.0,98,Mystery
108. Mononoke the Movie: The Phantom in the Rain,6.8,1200.0,89,Mystery
109. Salawahan,4.3,197.0,116,Mystery
110. Following,6.4,1200.0,102,Mystery
111. The Manifestation,3.6,179.0,84,Mystery
112. ClearMind,4.1,2200.0,85,Mystery
113. Murder Mubarak,5.8,51000.0,140,Mystery
114. They Called Him Mostly Harmless,5.9,3200.0,89,Mystery
116. Stupid Games,4.2,374.0,86,Mystery
117. Gazer,6.3,98.0,114,Mystery
118. Phir Aayi Hasseen Dillruba,5.8,6700.0,132,Mystery
119. Chapel,3.3,172.0,92,Mystery
120. From Darkness,5.0,549.0,95,Mystery
121. Bone Lake,6.9,43.0,94,Mystery
122. Borderless Fog,5.2,1300.0,110,Mystery
123. The Stalking,4.0,35.0,72,Mystery
124. Horror in the High Desert 3: Firewatch,5.4,700.0,88,Mystery
125. Dirty Boy,8.4,19.0,98,Mystery
127. About a Hero,6.5,36.0,84,Mystery
128. Abraham Ozler,6.5,4100.0,143,Mystery
130. Memes & Nightmares,5.7,77.0,81,Mystery
131. In Our Blood,6.9,47.0,89,Mystery
132. Seeds,6.7,56.0,82,Mystery
133. Haze,6.9,43.0,76,Mystery
134. Chaalchitro: The Frame Fatale,6.4,800.0,124,Mystery
135. Hunting Matthew Nichols,9.0,44.0,96,Mystery
136. Rakshana,5.6,1100.0,139,Mystery
137. Shigatsu ni nareba kanojo wa,6.2,419.0,108,Mystery
138. The Yin Yang Master Zero,5.7,257.0,112,Mystery
139. 10 Days of a Curious Man,5.8,1200.0,110,Mystery
140. Campton Manor,3.4,219.0,83,Mystery
141. Amp House Massacre,3.8,173.0,80,Mystery
142. Gaami,6.4,2000.0,147,Mystery
143. The Ruse,8.1,102.0,105,Mystery
144. Not Your Average Family,5.6,106.0,97,Mystery
145. Dancing Village: The Curse Begins,5.7,4100.0,122,Mystery
"146. Silent Night, Bloody Night 3: Descent",3.8,159.0,100,Mystery
147. Burning Butterflies,6.2,21.0,103,Mystery
148. Paranoia,4.2,356.0,95,Mystery
149. Deadly Invitations,4.2,179.0,89,Mystery
150. Transamazonia,6.2,60.0,112,Mystery
152. Bhoothaddam Bhaskar Narayana,6.2,274.0,141,Mystery
153. Detective Conan: The Million-Dollar Pentagram,6.8,1400.0,111,Mystery
154. 9 Windows,3.6,302.0,82,Mystery
155. A Stranger in the Woods,4.1,464.0,84,Mystery
156. Killer Influence,2.8,251.0,84,Mystery
157. Murder and Cocktails,4.0,357.0,88,Mystery
158. Free Falling,5.2,289.0,89,Mystery
159. Andhagan,6.7,1200.0,142,Mystery
160. Behave,3.0,137.0,88,Mystery
161. Brief History of a Family,6.7,400.0,100,Mystery
162. Drive,5.7,312.0,90,Mystery
163. Algiers,7.8,46.0,93,Mystery
164. Vertical,5.2,117.0,111,Mystery
165. You Are Not Alone,6.2,61.0,105,Mystery
166. Sheriff,6.9,1100.0,133,Mystery
167. Suspect,4.5,78.0,94,Mystery
168. Its Name Was Mormo,3.6,113.0,93,Mystery
169. Bato: Road to Death,5.3,770.0,137,Mystery
170. A Stranger's Child,5.3,132.0,88,Mystery
171. Hunting Daze,6.1,451.0,79,Mystery
172. Naam,6.4,274.0,136,Mystery
173. Water Horse,6.0,239.0,85,Mystery
174. Simbaa,6.0,2200.0,121,Mystery
176. You Will Die in 6 Hours,4.9,253.0,91,Mystery
177. The Birthday Boy,8.8,3000.0,118,Mystery
178. At Her Feet,7.5,40.0,100,Mystery
180. Lunacy,5.0,60.0,77,Mystery
181. Tell No Lies,5.1,244.0,104,Mystery
182. Passages of Nexus,6.3,185.0,108,Mystery
183. Karina,6.9,16.0,91,Mystery
184. Carnage for Christmas,4.5,338.0,69,Mystery
185. Tenant,4.4,212.0,99,Mystery
186. Buying Time,7.0,259.0,84,Mystery
187. Grayson's Encounter,7.3,22.0,70,Mystery
188. Guess Who,4.8,364.0,93,Mystery
189. Vina: Before 7 Days,5.4,573.0,100,Mystery
191. Zim Zim Ala Kazim,3.5,107.0,100,Mystery
192. Snow Valley,2.8,336.0,75,Mystery
193. 200KG Vampire,5.2,28.0,93,Mystery
194. Daft State,6.5,41.0,0,Mystery
195. Beline,5.6,1300.0,88,Mystery
196. A Song from the Dark,4.8,2200.0,105,Mystery
198. Aftermath,5.4,4400.0,78,Mystery
199. House of Lies,3.7,184.0,82,Mystery
1. Nosferatu,7.3,180000.0,132,Mystery
2. Trap,5.8,131000.0,105,Mystery
3. Blink Twice,6.5,101000.0,102,Mystery
4. Smile 2,6.7,98000.0,127,Mystery
5. Paddington in Peru,6.7,18000.0,106,Mystery
6. Juror #2,7.0,92000.0,114,Mystery
7. Hellboy: The Crooked Man,4.5,12000.0,99,Mystery
8. The Watchers,5.7,56000.0,102,Mystery
9. F*** Marry Kill,5.3,2000.0,97,Mystery
